,gene_ks,gene_sensitive_at_5prime,gene_sensitive_at_3prime,logFC,FDR,logFC_5p,FDR_5p,logFC_3p,FDR_3p,Desc_5p,Desc_3p,is_PTR_5p,is_PTR_3p
687,KS17gene_4090a,Tb927.11.11590,Tb927.11.11600,2.3849801234709314,2.25360691477361e-173,1.7322593616070603,2.4221066008222577e-213,-0.4885562983748861,2.817181464461369e-09,Eukaryotic translation initiation factor 3 subunit E,hypothetical protein  conserved,none,none
688,KS17gene_4094a,Tb927.11.11620,Tb927.11.11630,-0.539098137720047,1.5119932363257396e-08,0.22890945461123732,6.967540910724199e-07,0.5398184265376156,1.901366594489126e-29,hypothetical protein  conserved,LSU ribosomal protein  mitochondrial  putative,none,none
689,KS17gene_4108a,Tb927.11.11740,Tb927.11.11750,-0.8968893270310374,7.219102186389887e-50,-0.9387728141426925,1.9862304627171474e-57,-0.8436103040979925,7.650793415413927e-40,membrane-bound acid phosphatase  putative,membrane-bound acid phosphatase  putative,none,none
690,KS17gene_4110a,Tb927.11.11760,Tb927.11.11770,-1.8106778066476719,9.967676200519718e-52,-0.6018171219372799,4.996573246110769e-14,1.9357785812957842,1.1284855031896409e-272,hypothetical protein  conserved,Eukaryotic translation initiation factor 4E-3,none,increase
691,KS17gene_4113a,Tb927.11.11780,Tb927.11.11790,1.923354489144087,1.091870217118635e-108,1.0377596181845872,1.810122628085729e-134,0.3202956901966382,1.1298764948734096e-14,acyl-CoA dehydrogenase  putative,R3H domain containing protein  putative,none,none
693,KS17gene_4127a,Tb927.11.11910,Tb927.11.11920,0.4780414237903671,3.6730664644638175e-08,0.4642026301246351,2.2278045434432432e-13,-0.5733661332126727,6.695919751495096e-21,hypothetical protein  conserved,molybdenum cofactor biosynthesis protein  putative,none,none
697,KS17gene_4159a,Tb927.11.12160,Tb927.11.12170,-0.6104463504590216,5.216785727315129e-09,-0.17236784474726702,0.01101895783575795,-1.195946462041016,2.0974917174403943e-107,hypothetical protein  conserved,hypothetical protein  conserved,none,none
699,KS17gene_4164a,Tb927.11.12210,Tb927.11.12220,1.116847190583967,3.892673628690212e-28,1.3774596542020792,1.410613727882007e-51,0.2899508097717187,3.8399360493930494e-07,Domain of unknown function (DUF4586)  putative,catalytic subunit of the vacuolar transporter chaperone 4,none,none
704,KS17gene_4195a,Tb927.11.12430,Tb927.11.12440,0.9815769321436659,1.0939719363772281e-26,-0.16291219611929408,0.003619576404296532,0.24519020074443884,3.590874801533362e-06,cell division cycle phosphatase 14  putative,Plus-3 domain/Zinc finger  C3HC4 type (RING finger)  putative,none,none
705,KS17gene_4197a,Tb927.11.12440,Tb927.11.12450,0.5131640476567014,1.6285446819744798e-17,0.24519020074443884,3.590874801533362e-06,-1.1453649070993792,1.1172449179508359e-70,Plus-3 domain/Zinc finger  C3HC4 type (RING finger)  putative,Bardet-Biedl syndrome 8 protein,none,none
706,KS17gene_4212a,Tb927.11.12580,Tb927.11.12590,-0.19027791384776419,0.0002719034311663519,0.40724254752552225,2.996027723569142e-12,-0.6899413385647898,6.852358209869088e-50,hypothetical protein  conserved,Der1-like family  putative,none,none
712,KS17gene_4241a,Tb927.11.13810,Tb927.11.13820,-2.7199051061382202,3.985565971139515e-142,-0.6033343486043306,6.058922150404019e-35,-0.6067724459153133,9.883927874310357e-29,ATP- dependent RNA helicase  putative,hypothetical protein  conserved,none,none
713,KS17gene_4247a,Tb927.11.13860,Tb927.11.13870,-0.21806366544485864,2.3803098979627657e-06,-0.3798383248642892,6.0832454985895585e-18,0.7642782118548116,1.924134250325051e-64,hypothetical protein  conserved,uncharacterized protein  PH0010 family/AmmeMemoRadiSam system protein A  putative,none,none
714,KS17gene_4249a,Tb927.11.13870,Tb927.11.13880,0.4528973612141068,5.309039159358324e-07,0.7642782118548116,1.924134250325051e-64,-0.4748801369504906,9.198052758943448e-20,uncharacterized protein  PH0010 family/AmmeMemoRadiSam system protein A  putative,kinetoplastid-specific protein tyrosine phosphatase  putative,none,none
715,KS17gene_4250a,Tb927.11.13880,Tb927.11.13890,0.358561542339382,0.0001803864822200491,-0.4748801369504906,9.198052758943448e-20,-0.6115721599637663,2.2454829984976262e-26,kinetoplastid-specific protein tyrosine phosphatase  putative,AKAP7 2'5' RNA ligase-like domain containing protein  putative,none,none
717,KS17gene_4272a,Tb927.11.14070,Tb927.11.14080,1.9153775492905418,4.518149627653695e-60,0.2196654852002263,0.35262451540989603,2.4663115122666377,3.587465357804768e-130,Repressor of differentiation kinase 1,cyclin 2,none,none
718,KS17gene_4273a,Tb927.11.14080,Tb927.11.14090,1.2042087236602121,3.485046880995285e-67,2.4663115122666377,3.587465357804768e-130,2.377698648452867,5.992796288043561e-285,cyclin 2,Double RNA binding domain protein 18,none,none
721,KS17gene_4289a,Tb927.11.14165,Tb927.11.14170,0.6812442258627788,4.168652329789127e-13,1.348216745395837,4.674856551740294e-34,-0.6203448264293123,5.77964466658999e-26,hypothetical protein,hypothetical protein  conserved,none,none
722,KS17gene_4295a,Tb927.11.14210,Tb927.11.14220,-0.5048658683854251,0.0027136080496268423,0.1866551122797022,0.0008402794888050435,3.0854152708274443,3.4310544998122457e-19,conserved protein,Regulator of ESAG9-1,none,decrease
724,KS17gene_4319a,Tb927.11.14410,Tb927.11.14420,-1.4731342802866931,1.269570213837992e-92,-0.27996029017005186,5.948285398516478e-09,-0.87999224214769,2.0394645884853385e-32,Ankyrin repeats (3 copies)  putative,hypothetical protein  conserved,none,none
725,KS17gene_4334a,Tb927.11.14550,Tb927.11.14560,0.9809382570497405,4.945333117029582e-20,0.18887505631949386,0.008557410954073176,0.20853041927289956,0.0022967102171431927,PPPDE putative peptidase domain containing protein  putative,Cleavage and polyadenylation specificity factor CPSF160  putative,none,none
731,KS17gene_4416a,KS17gene_4415a,Tb927.1.240,-3.241635393686006,1.4272210692058883e-285,-1.218723080511677,3.6311315148191975e-26,-2.0961801623796954,5.985118295885822e-66,none,retrotransposon hot spot protein (RHS  pseudogene)  putative,none,none
732,KS17gene_4414a,KS17gene_4413a,Tb927.1.450,-2.612838366060553,4.502585843302943e-93,-1.4781459144131355,2.3911960848798232e-58,-1.3832690848870928,6.3998851210114634e-49,none,retrotransposon hot spot protein (RHS  pseudogene)  putative,none,none
733,KS17gene_4408a,Tb927.1.560,Tb927.1.540,-1.837608037032801,5.33818990224061e-32,-0.623785500063399,7.940259351858013e-36,0.3613780701242758,5.015882362126859e-07,WD domain  G-beta repeat  putative,DNA-directed RNA polymerase III  putative,none,none
734,KS17gene_4393a,Tb927.1.740,Tb927.1.730,0.4166724365508158,1.348856592833444e-11,0.03266056426073876,0.5141126842776912,-1.3246477726753958,4.0122706033454115e-124,phosphatidylinositol-4-phosphate 5-kinase related,NADH-ubiquinone oxidoreductase complex I subunit  putative,none,none
735,KS17gene_4390a,Tb927.1.760,Tb927.1.750,1.2501463865078064,7.224109865946743e-23,0.02046460986240891,0.6811427584527165,0.1642109598514028,0.004069690667370207,wd40 repeat domain-containing protein,Metal-binding domain-containing protein,none,none
736,KS17gene_4377a,Tb927.1.3390,Tb927.1.3360,-1.6151588645260153,5.8876842267125765e-27,1.084988604165865,4.2520876897615515e-100,0.8211296602366123,3.3920944832197514e-05,Eukaryotic protein of unknown function (DUF866)  putative,hypothetical protein,none,none
737,KS17gene_4373a,Tb927.1.3450,Tb927.1.3410,-3.9951359783829132,1.7067764936118548e-62,-0.1483909992224192,0.008177940051380875,-0.9634659538958402,5.032845825085748e-51,hypothetical protein  conserved,hypothetical protein  conserved,none,none
739,KS17gene_4366a,KS17gene_4365a,Tb927.1.3560,-1.7447057932362922,2.970535532719216e-195,-1.2478362998937513,3.501971107555718e-31,-0.1536679858246099,0.0006113260058886798,none,Centrosomal protein of 164 kDa  putative,none,none
740,KS17gene_4624a,Tb927.2.340,Tb927.2.300,-2.4883939965518755,0.0,-0.03825947137766504,0.7724246996249371,-1.9422781482558706,3.3603383716658896e-287,retrotransposon hot spot protein 4 (RHS4)  putative,DNA-directed RNA polymerase  pseudogene  putative,none,none
742,KS17gene_4616a,Tb927.2.470,Tb927.2.460,-2.2552422475603806,2.77e-321,0.1531862177541668,0.03862734878965062,-2.0630320292459645,9.479806906524323e-111,retrotransposon hot spot protein 4 (RHS4)  putative,DNA-directed RNA polymerase  pseudogene  putative,none,none
743,KS17gene_4614a,Tb927.2.540,Tb927.2.510,-2.612773371936346,2.338220557381e-238,-2.0103649659344236,1.6999248686679273e-204,0.22350194527861325,0.0005136353780784727,DNA-directed RNA polymerase  pseudogene  putative,retrotransposon hot spot protein 4 (RHS4)  putative,none,none
747,KS17gene_4599a,Tb927.2.1200,Tb927.2.1180,-3.2040695247331863,1.4189073744169085e-235,-1.9618541932268294,5.974786858194065e-169,0.5096129082151001,4.9340554089767565e-12,DNA-directed RNA polymerase III subunit 2  pseudogene  putative,retrotransposon hot spot protein 3 (RHS3)  putative,none,none
749,KS17gene_4593a,Tb927.2.1600,Tb927.2.1560,-0.3644813088061418,3.9820582021078966e-14,-0.38890869264562355,1.8733181858282834e-14,0.8102196279334027,7.763384687966048e-62,invariant surface glycoprotein  putative,peptidyl-prolyl cis-trans isomerase  putative,none,none
754,KS17gene_4567a,Tb927.2.2320,Tb927.2.2270,-0.6313197400454352,0.00019707316389896027,1.3255021592458878,4.2595249221483994e-16,0.27099989533090857,2.1621846968028567e-09,hypothetical protein,hypothetical protein  conserved,none,none
756,KS17gene_4558a,Tb927.2.2440,Tb927.2.2430,-1.6349837185103637,1.1929040058135779e-32,1.1583537296926651,5.894865071341058e-41,1.3252948178202533,4.387280916482724e-94,proteasome regulatory non-ATPase subunit 6,casein kinase II  alpha chain,none,none
757,KS17gene_4551a,Tb927.2.2530,Tb927.2.2520,-2.173841743361419,3.900284653194977e-130,-0.006884175069935484,0.8784219553756076,1.9467292327259824,4.460764170393358e-204,hypothetical protein  conserved,Mitochondrial outer membrane protein porin 2,none,none
759,KS17gene_4541a,Tb927.2.3370,Tb927.2.3340,-0.7883734739757525,1.366923684429956e-06,0.23864840359263484,0.03265567385378187,0.6635865931853104,1.0596374478465972e-10,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase  putative,hypothetical protein,none,none
762,KS17gene_4530a,Tb927.2.3610,Tb927.2.3580,-1.8733421498852152,4.245890216762598e-191,1.210514191017282,6.081859115858885e-110,2.256260968922823,4.82213517942412e-184,Mitochondrial ATP synthase subunit  putative,transcription elongation factor s-II  putative,none,none
763,KS17gene_4528a,Tb927.2.3620,Tb927.2.3610,0.8226028359669716,3.4755770778200627e-19,0.4932972067877826,4.75127804761444e-22,1.210514191017282,6.081859115858885e-110,GTP-binding elongation factor Tu family  putative,Mitochondrial ATP synthase subunit  putative,none,none
764,KS17gene_4526a,Tb927.2.3660,Tb927.2.3620,1.8202507390721596,7.669870555415792e-28,0.5406166644831027,3.4627669854588845e-15,0.4932972067877826,4.75127804761444e-22,paraflagellar rod component  putative,GTP-binding elongation factor Tu family  putative,none,none
765,KS17gene_4523a,Tb927.2.3730,Tb927.2.3720,1.1883727044669967,1.2431011290581936e-25,0.2285914377187731,1.2468641002932874e-06,1.7182909724370548,7.314329386445557e-33,hypothetical protein  conserved,ubiquitin-conjugating enzyme  putative,none,none
766,KS17gene_4522a,Tb927.2.3750,Tb927.2.3730,1.1033586039900833,1.0310310810661283e-19,-0.3159171478218108,3.843261132042487e-07,0.2285914377187731,1.2468641002932874e-06,Domain of unknown function (DUF4520)  putative,hypothetical protein  conserved,none,none
767,KS17gene_4520a,Tb927.2.3780,Tb927.2.3750,2.2548610362503116,3.422919427257521e-97,1.2530126971262432,5.72170639090341e-75,-0.3159171478218108,3.843261132042487e-07,translation initiation factor IF-2  putative,Domain of unknown function (DUF4520)  putative,none,none
770,KS17gene_4504a,Tb927.2.4130,Tb927.2.4110,0.9911668367849131,2.661055220198533e-22,0.15261411633768582,0.0006952277387200651,0.373295966281825,6.1788005182986e-05,enoyl-CoA hydratase/Enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase  putative,Mitochondrial-processing peptidase subunit alpha,none,none
771,KS17gene_4495a,Tb927.2.4280,Tb927.2.4240,1.0890923918271846,5.3939976065962987e-20,0.531209903304019,8.101054212115031e-07,0.26275883251458776,2.572617103643975e-07,kinetoplastid-specific dual specificity phosphatase  putative,GTP binding protein  putative,none,none
772,KS17gene_4489a,Tb927.2.4410,Tb927.2.4400,0.5649838029701736,3.7652332200982754e-23,1.4818903506543581,1.0201960436125186e-132,0.4543039113577656,4.037977119734456e-14,Eukaryotic protein of unknown function (DUF846)  putative,SSU ribosomal protein  mitochondrial  putative,none,none
774,KS17gene_4477a,Tb927.2.4520,Tb927.2.4510,1.310400326540118,1.5075883737088113e-30,0.005010076784908234,0.927321711455379,-0.4766981301990234,4.3017121602584417e-29,hypothetical protein  conserved,cdc2-related kinase 9,none,none
776,KS17gene_4473a,Tb927.2.4540,Tb927.2.4530,0.6708018680220207,3.3558436812757604e-27,1.095868001913768,3.79570342806327e-126,0.6106165454821548,4.192127177736857e-28,Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB)  putative,hypothetical protein  conserved,none,none
778,KS17gene_4460a,Tb927.2.4710,Tb927.2.4700,1.4763844656185143,2.4037375848621067e-88,2.6273223471388465,1.9363753409988144e-221,1.346457088516732,6.448606797019785e-47,RNA-binding protein  putative,succinate dehydrogenase subunit,increase,none
779,KS17gene_4458a,Tb927.2.4720,Tb927.2.4710,0.22280828929322705,0.0007914468379232785,-0.42681977236202123,4.5158621490299235e-09,2.6273223471388465,1.9363753409988144e-221,dolichyl-P-Man:GDP-Man7GlcNAc2-PP-dolichyl alpha-1 6-mannosyltransferase  putative,RNA-binding protein  putative,none,increase
781,KS17gene_4447a,Tb927.2.4925,Tb927.2.4920,-0.29013655050385234,0.00046915250009048646,-1.1538481471562916,1.5610588770226637e-21,-0.601336439537964,1.0342023593182423e-14,hypothetical protein,hypothetical protein  conserved,none,none
782,KS17gene_4445a,Tb927.2.4970,Tb927.2.4950,-1.3011882081398858,4.636968918507747e-74,-0.3463768264811898,1.6650457195438338e-16,-0.16731048577799043,0.0004308696904190459,UV radiation resistance protein and autophagy-related subunit 14  putative,hypothetical protein  conserved,none,none
783,KS17gene_4429a,Tb927.2.5440,Tb927.2.5410,-1.980040947094629,1.499385763493e-165,0.5647035004455542,7.906977336054118e-17,-0.48035098565886364,6.459265170942748e-16,hypothetical protein  conserved,ABC transporter family-like protein,none,none
785,KS17gene_4924a,Tb927.3.580,Tb927.3.570,-0.8909493592374559,8.933954381585449e-09,-2.0207390845258706,1.7529280171267998e-20,-1.3180008412752202,3.6603833009311574e-06,leucine-rich repeat protein (LRRP)  putative,expression site-associated gene 2 (ESAG2) protein  putative,increase,none
786,KS17gene_4921a,Tb927.3.585,Tb927.3.580,-2.3264951743050615,0.0,-0.8962240039813631,4.0790605519360595e-49,-2.0207390845258706,1.7529280171267998e-20,hypothetical protein,leucine-rich repeat protein (LRRP)  putative,none,increase
787,KS17gene_4919a,KS17gene_4918a,Tb927.3.585,-1.2994793200798387,3.4458058399264826e-114,-0.4273201295980931,1.4691473009019208e-12,-0.8962240039813631,4.0790605519360595e-49,none,hypothetical protein,none,none
789,KS17gene_4907a,Tb927.3.690,Tb927.3.680,-1.524260642466396,1.5796455145261947e-194,0.28444857244596894,4.681584103426194e-08,-0.329224525984578,0.0002428768979408635,CMGC/RCK protein kinase  putative,cytochrome P450  putative,none,none
791,KS17gene_4902a,Tb927.3.720,Tb927.3.710,-1.4859672437283888,5.1643986122552435e-157,1.9377965079155324,5.652536751883584e-228,-0.439113868812823,3.538678536419348e-17,zinc finger protein 3,RING-variant domain containing protein  putative,none,none
793,KS17gene_4895a,Tb927.3.780,Tb927.3.770,-0.9741333811033717,2.0492130540407773e-15,1.1595603638620888,2.9297356472736366e-133,-0.7424464960100884,1.9488987398301983e-47,proteasome alpha 7 subunit,Mitochondrial SSU ribosomal protein  putative,none,none
794,KS17gene_4886a,Tb927.3.860,Tb927.3.850,-1.3998039063526413,2.9341365367797204e-174,1.562104580592469,5.383848128205625e-104,-0.6324809716182799,1.9237632230354497e-11,Acyl carrier protein  mitochondrial,hypothetical protein  conserved,none,none
796,KS17gene_4877a,Tb927.3.1570,Tb927.3.1560,0.9484702816718025,1.9208905375752552e-18,0.33862736534417687,0.0010812938417765693,0.6668046820515495,6.418719698503968e-26,Lapatinib-binding protein kinase 3,TRF-Interacting Factor 2,none,none
797,KS17gene_4870a,Tb927.3.1630,Tb927.3.1620,1.126853560887183,7.918857292804699e-09,1.3753329599509925,2.4649713178084615e-10,0.8176475684822391,1.881178364958189e-43,casein kinase 1  putative,ER-golgi trafficking TRAPP I complex 85 kDa subunit  putative,none,none
798,KS17gene_4863a,Tb927.3.1720,Tb927.3.1710,0.5564321618444517,1.8795240195526078e-14,1.3950132990217696,9.540160169381244e-93,-0.4670082116834472,1.2188324260859884e-19,hypothetical protein  conserved,mitochondrial ribosomal protein l24,none,none
799,KS17gene_4860a,Tb927.3.1740,Tb927.3.1730,0.6314584136542796,9.957936072610442e-07,-0.16530624383236944,0.0010217199020682995,-0.5927990759737968,2.1558822495591834e-40,hypothetical protein  conserved,hypothetical protein  conserved,none,none
801,KS17gene_4850a,Tb927.3.1820,Tb927.3.1810,1.0743871111332775,3.300737932508052e-106,0.5512712441035772,2.7942094250968843e-21,0.49915664850350855,1.2225605635774138e-30,mitochondrial RNA binding complex 1 subunit,hypothetical protein  conserved,none,increase
802,KS17gene_4847a,Tb927.3.1840,Tb927.3.1830,0.9356500502618499,1.324211653812264e-35,1.2052892943997782,9.658613584289363e-91,-0.30015578758822825,1.4313916658723907e-06,3-oxo-5-alpha-steroid 4-dehydrogenase  putative,hypothetical protein  conserved,none,none
803,KS17gene_4841a,Tb927.3.1900,Tb927.3.1890,0.9918083308722142,2.776305977621132e-23,0.6157969663785573,1.4238559725680048e-36,0.3608249457358147,6.675295152092398e-18,conserved protein  unknown function,cytochrome c oxidase assembly protein  putative,none,none
804,KS17gene_4836a,Tb927.3.1955,Tb927.3.1940,0.20497082790026488,0.0025392827979719436,0.7203551116206373,8.810718649861511e-29,-0.18632892931759015,0.0009611128868050268,Vacuolar protein sorting-associated protein 55 homolog,TLP18.3  Psb32 and MOLO-1 founding proteins of phosphatase  putative,none,none
805,KS17gene_4827a,Tb927.3.2030,Tb927.3.2020,-0.8037275823829532,8.247894796255494e-16,-0.6632679004954496,7.349229845104865e-21,-0.1853429881158095,0.0013017380818009046,acylphosphatase  putative,kinesin  putative,none,none
806,KS17gene_4825a,Tb927.3.2040,Tb927.3.2030,0.9107013508931381,3.0870722344729433e-06,0.04394067489338606,0.4643840432907749,-0.6632679004954496,7.349229845104865e-21,kinesin  putative,acylphosphatase  putative,none,none
807,KS17gene_4817a,Tb927.3.2110,Tb927.3.2100,1.2091875245293648,2.5664417853016344e-51,1.212355423902312,1.4040081267269638e-74,1.2124540348107906,1.539291106444018e-164,Mitochondrial import inner membrane translocase subunit TIM50,hypothetical protein  conserved,none,none
808,KS17gene_4814a,Tb927.3.2130,Tb927.3.2120,-0.27648849875895,2.481804878254283e-06,-0.576751290177477,9.481610353033008e-42,-0.4866203252524783,5.22052002858894e-29,RNA pseudouridylate synthase  putative,hypothetical protein  conserved,none,none
810,KS17gene_4799a,Tb927.3.2610,Tb927.3.2600,2.0282153959760962,8.571784738820547e-41,-0.2991815894096754,0.002263990682317798,0.6132981994062129,1.8281253626851677e-13,GPI inositol deacylase 2,ATP-dependent DEAD/H RNA helicase  putative,none,none
811,KS17gene_4795a,Tb927.3.2630,Tb927.3.2620,-1.4485293433234305,1.125196824713538e-171,-0.9601222416781003,1.233629684658672e-93,-0.6517644454894876,7.218397734007586e-29,hypothetical protein  conserved,hypothetical protein  conserved,none,none
815,KS17gene_4766a,Tb927.3.2910,Tb927.3.2900,-3.516805431170273,2.8608436493673328e-64,-0.21429291856822183,0.00742806322074877,0.5061036510432528,1.8945686459537338e-23,hypothetical protein  conserved,eukaryotic translation initiation factor 2 subunit alpha,none,increase
817,KS17gene_4751a,Tb927.3.3040,Tb927.3.3030,-3.0217149491763897,7.277704819854062e-125,0.4336269382409969,1.6357039583079766e-22,1.0550788598080967,2.58745381521739e-122,Right handed beta helix region  putative,phosphatidylcholine transfer protein  putative,none,none
818,KS17gene_4743a,Tb927.3.3100,Tb927.3.3090,0.4857376670099224,3.8158679684748763e-16,0.20777584806485194,4.3569377510339645e-07,-0.2957927703836585,1.0770210730857113e-08,peptidyl-prolyl cis-trans isomerase NIMA-interacting 4  putative,helicase  putative,none,none
819,KS17gene_4738a,Tb927.3.3130,Tb927.3.3120,1.3816181843405184,5.696819563588244e-19,0.3624583290344547,2.924768480028223e-05,-0.48848799198429266,1.2775938636814157e-19,Present in the outer mitochondrial membrane proteome 24,hypothetical protein  conserved,none,none
820,KS17gene_4723a,Tb927.3.3280,Tb927.3.3270,0.5774387993849698,4.55122625971793e-13,0.12967416645070637,0.030077964595964065,2.7597992181289985,2.429624831485345e-65,vacuolar protein sorting-associated protein 4  putative,ATP-dependent 6-phosphofructokinase  glycosomal,none,none
821,KS17gene_4718a,Tb927.3.3340,Tb927.3.3330,1.1382814764804623,2.721112031798569e-34,0.7559266231223722,3.360700550170873e-33,1.1630222389969245,1.5859896167102548e-95,3'  5'-cyclic nucleotide phosphodiesterase  putative,heat shock protein 20  putative,none,none
822,KS17gene_4716a,Tb927.3.3350,Tb927.3.3340,-0.7466509237979857,1.8804601236845152e-26,-0.3553299161950665,1.709038548257004e-13,0.7559266231223722,3.360700550170873e-33,hypothetical protein  conserved,3'  5'-cyclic nucleotide phosphodiesterase  putative,none,none
823,KS17gene_4711a,Tb927.3.3420,Tb927.3.3410,-0.4087613634207407,3.0654809821957186e-08,-0.47319872073627667,0.036205403890079264,1.3390930853436216,1.0745127379802816e-200,hypothetical protein  point mutation,aspartyl aminopeptidase  putative,none,none
826,KS17gene_4687a,Tb927.3.4270,Tb927.3.4260,2.833226673947709,9.960552179969654e-178,2.0506760902899073,1.4060460930316279e-216,0.6837422263821722,8.132089897824525e-23,hypothetical protein  conserved,Acetyl-CoA hydrolase,none,none
827,KS17gene_4674a,Tb927.3.4460,Tb927.3.4450,-0.41965352611448,4.94630473429796e-12,-1.3332389988372355,3.159081277754851e-153,-0.18196101446358776,7.618930143617952e-06,hypothetical protein  conserved,hypothetical protein  conserved,none,none
828,KS17gene_4672a,Tb927.3.4470,Tb927.3.4460,-1.7691320969369893,9.262225146536934e-63,-1.0908786994692345,3.451816888249208e-47,-1.3332389988372355,3.159081277754851e-153,hypothetical protein  conserved,hypothetical protein  conserved,none,none
829,KS17gene_4669a,Tb927.3.4490,Tb927.3.4480,-0.4048755593250163,0.0001565035627663962,-0.29392051061374225,6.672849239047035e-07,-1.2573993900510883,2.432280792731402e-109,protein farnesyltransferase alpha subunit  putative,hypothetical protein  conserved,none,none
832,KS17gene_4654a,Tb927.3.4640,Tb927.3.4630,-0.8279284397794173,1.0681001495346883e-08,0.5006504129455879,1.3946720235686325e-10,-0.13895860186359452,0.0064814949964967245,VIT family  putative,UDP-glucose:glycoprotein glucosyltransferase  putative,none,none
835,KS17gene_4643a,Tb927.3.4760,Tb927.3.4750,-1.3762639646256052,3.615688104461218e-152,1.7051063207704444,1.2249945705314413e-216,0.3630184726332894,1.9291178415241788e-10,dynamin-1-like protein,Aminopeptidase M1  putative,none,none
836,KS17gene_4640a,Tb927.3.4820,Tb927.3.4810,-0.9315425798790513,4.719866228333911e-73,0.03876686532770112,0.41792477751232154,-0.47988909018435094,1.2368057279513365e-19,acyltransferase  putative,dna replication complex gins protein sld5,none,none
838,KS17gene_4635a,Tb927.3.4850,Tb927.3.4840,-2.546811925091908,0.0,0.23175211971793727,5.191024356197608e-06,0.37400821552287467,2.963987940075257e-14,enoyl-CoA hydratase  mitochondrial precursor  putative,ubiquitin carboxyl-terminal hydrolase  putative,none,none
839,KS17gene_4633a,Tb927.3.4860,Tb927.3.4850,-1.523889682005029,2.2591799144598673e-141,0.7497357095825395,1.4799704945407334e-42,0.23175211971793727,5.191024356197608e-06,mitogen-activated protein kinase kinase 1,enoyl-CoA hydratase  mitochondrial precursor  putative,none,none
840,KS17gene_4631a,Tb927.3.4880,Tb927.3.4870,-2.0922225822405425,0.0,1.0421963291211807,6.116696392081055e-93,-1.2117433857548394,7.828275513022673e-111,nucleosome assembly protein (NAP)  putative,hypothetical protein  conserved,none,none
841,KS17gene_4628a,Tb927.3.5760,Tb927.3.5750,-1.4348182641482141,8.13343340738737e-39,-0.8182560125690046,0.2963431550049362,0.9958877344252625,9.774455777837556e-14,hypothetical protein  conserved,retrotransposon hot spot protein (RHS  pseudogene)  putative,none,none
844,KS17gene_5338a,Tb927.4.430,Tb927.4.420,1.8332293039587206,8.231703714320798e-42,2.1077433062875808,0.0,0.654312505662301,6.070535406558653e-28,proteasome beta 7 subunit,phosphatidylinositol 4-kinase  putative,none,none
845,KS17gene_5333a,Tb927.4.470,Tb927.4.460,0.3487259593399394,5.334959111023957e-11,-0.3748387233272018,6.664376970119702e-05,-0.8349845793167874,5.931928225763627e-63,snoRNP protein GAR1  putative,Alkylated DNA repair protein (alkB homolog)  putative,none,none
846,KS17gene_5325a,Tb927.4.540,Tb927.4.530,-0.8661342453610041,1.0932194381910087e-20,-0.6651470150692902,1.0712634206333346e-33,-0.33522019916891277,2.9241893368428414e-14,hypothetical protein  conserved,hypothetical protein  conserved,none,none
847,KS17gene_5313a,Tb927.4.650,Tb927.4.640,-0.5645387137107556,2.6045369331033767e-12,-0.1810102729040434,0.0015253853022190165,-1.2416236137704781,2.017988975455167e-42,chaperone protein DnaJ  putative,GRIP domain containing protein  putative,none,increase
848,KS17gene_5310a,Tb927.4.670,Tb927.4.660,-0.576961200403612,2.5563829793033047e-37,-0.3671140515174503,2.1431922934264676e-08,0.23746848022445766,5.148036404191559e-09,conserved protein  unknown function,hypothetical protein  conserved,none,none
850,KS17gene_5289a,Tb927.4.870,Tb927.4.860,2.0261228286562343,2.0929223127274195e-24,0.32572657447065567,0.0004752053699894326,0.24666321144257997,6.350463755550969e-06,dynein heavy chain  putative,hypothetical protein  conserved,none,none
851,KS17gene_5283a,Tb927.4.920,Tb927.4.910,0.5009746195721954,1.467890278650428e-16,-0.05856421870525941,0.20820186658939094,-0.8090278256526431,5.407081462907887e-52,TPR repeat  putative,hypothetical protein  conserved,none,none
852,KS17gene_5275a,Tb927.4.1000,Tb927.4.990,1.259159534489025,8.564449342696274e-16,2.423939469932986,2.5455945126021424e-28,-1.3840719629520049,1.581781528641321e-168,hypothetical protein  conserved,hypothetical protein  conserved,none,decrease
853,KS17gene_5262a,Tb927.4.1130,Tb927.4.1120,-1.1487230850349603,2.513036788665415e-126,-1.1293341662804022,3.0736035303444044e-111,-0.14478213038093085,0.0027553051641030905,Complex 1 protein (LYR family)  putative,hypothetical protein  conserved,none,none
857,KS17gene_5217a,Tb927.4.1540,Tb927.4.1530,1.5021318960603611,4.483775143166586e-45,1.2181448901343381,3.458963216748888e-118,-1.3365704348240905,1.5996311961753822e-131,NAD dependent epimerase/dehydratase family  putative,hypothetical protein  conserved,increase,none
858,KS17gene_5215a,Tb927.4.1550,Tb927.4.1540,-0.3489059795155584,8.304126779349694e-05,-0.33883116364600396,2.709655719778994e-12,1.2181448901343381,3.458963216748888e-118,hypothetical protein  conserved,NAD dependent epimerase/dehydratase family  putative,none,increase
859,KS17gene_5208a,Tb927.4.1610,Tb927.4.1600,0.3586428452351021,2.0636608341618457e-05,0.4925850511954816,1.5021948724824753e-30,-1.1596075818071963,2.4454586361757024e-107,Tripartite attachment complex 40,AAA domain containing protein  putative,none,none
